38 Sea Zone  (6411,2750)  (6503,2832)  (6401,2832)  (6615,3003)  (6481,2986)  (6603,3142)  (6614,3072)  (6445,3063)  (6515,2905)  (6405,2905)  (6648,3356)  (6436,3364)  (6614,3289)  (6441,3289)  (6433,3141)  (6601,3215)  (6439,3215)  | overflowToLeft=true
Bolivia  (1103,3607)  (1180,3663)  (1045,3741)  (1195,3734)  (1086,3528)  (1035,3813)  (1069,3885)  (1135,3803)  | overflowToLeft=false
Wake Island  (9209,2850)  (9180,2785)  (9120,2805)  | overflowToLeft=true
Malta  (3889,2546)  | overflowToLeft=false
Saudi Arabia  (5016,2720)  (4906,2720)  (5126,2722)  (5015,2643)  (4905,2639)  (4768,2700)  (4792,2778)  (4826,2854)  (4916,2789)  (5124,2648)  (4871,2568)  (5163,2793)  (5039,2794)  (4926,2866)  (4857,2941)  (4871,3018)  (4957,2943)  (4967,3019)  (5061,2941)  (5066,3017)  (5144,2864)  (5164,2936)  (5168,3013)  (5271,2808)  (5261,2880)  (5263,2949)  (5360,2869)  (4921,3090)  (5029,3089)  (4930,3179)  | overflowToLeft=false
Timguska  (6465,1140)  (6470,1300)  (6380,1315)  (6407,1385)  (6465,1065)  (6220,1480)  (6345,1013)  (6348,1082)  (6350,1151)  (6250,1413)  (6299,1355)  (6325,1290)  (6241,995)  (6419,1453)  (6510,1335)  (6447,1005)  (6447,1218)  (6277,923)  (6255,843)  (6182,745)  (6280,772)  (6411,927)  (6360,852)  (6462,845)  | overflowToLeft=false
27 Sea Zone  (10251,2709)  (10250,2789)  (10250,2872)  (10396,2711)  (10035,3022)  (10173,3022)  (10250,2943)  (10036,3096)  (10394,2793)  (10389,2860)  (10388,2942)  (10302,3019)  (10165,3095)  (10294,3091)  (10504,2712)  (10502,2782)  (10502,2860)  (10498,2928)  (10413,3071)  (10485,3129)  | overflowToLeft=false
33 Sea Zone  (8420,3342)  (8419,3278)  (8420,3211)  (8539,3216)  (8419,3147)  (8419,3518)  (8540,3328)  (8539,3272)  (8542,3148)  (8639,3148)  (8660,3211)  (8665,3260)  (8663,3326)  (8757,3326)  (8743,3400)  (8530,3535)  (8757,3225)  (8757,3125)  (8735,3025)  (8644,3521)  (8751,3523)  (8851,3523)  | overflowToLeft=false
Szechwan  (6709,2442)  (6635,2358)  (6724,2369)  (6604,2292)  (6695,2292)  (6600,2219)  (6785,2400)  (6712,2228)  | overflowToLeft=false
Eire  (2975,911)  (3001,1014)  (2925,1029)  (2925,924)  | overflowToLeft=true
Sahara Desert  (3579,3010)  (3524,2956)  (3602,2956)  (3501,3040)  (3657,3010)  (3680,2920)  (3470,2902)  (3548,2902)  (3708,3064)  (3446,2986)  (3416,2848)  (3494,2848)  (3572,2848)  (3392,2932)  (3786,3014)  (3368,3001)  (3522,2794)  (3338,2878)  (3314,2947)  (3864,2983)  (3864,3037)  (3260,2893)  (3913,3091)  (3234,2839)  (3942,3030)  (3991,3084)  (3156,2861)  (4021,3138)  (3115,2807)  (4099,3120)  (4099,3174)  (3037,2785)  (4180,3117)  (4258,3080)  | overflowToLeft=false
Hawaiian Islands  (9715,2598)  (9820,2645)  (9665,2534)  (9860,2720)  (9860,2785)  (9935,2775)  | overflowToLeft=false
Rostov  (4864,1712)  (4990,1780)  (4850,1775)  (4874,1652)  (4900,1810)  (4945,1845)  (4799,1836)  (5010,1717)  (4960,1600)  (4963,1670)  | overflowToLeft=false
42 Sea Zone  (7664,4105)  (7824,4105)  (7824,4035)  (7665,4035)  (7535,4094)  (7280,4038)  (7408,4074)  (7535,4025)  (7140,4022)  (7777,4292)  (7645,4286)  (7513,4288)  (7382,4239)  (7252,4208)  (7380,4313)  (7247,4294)  (7110,4175)  (7110,4248)  (7111,4326)  (6975,4143)  (6978,4220)  (6962,3947)  (6958,3855)  (6963,4319)  | overflowToLeft=true
Newfoundland Labrador  (1140,1005)  (1125,945)  (1230,954)  (1106,872)  | overflowToLeft=false
France  (3465,1505)  (3450,1575)  (3565,1530)  (3655,1603)  (3480,1640)  (3358,1515)  (3365,1575)  (3280,1582)  (3553,1669)  (3585,1590)  (3310,1625)  (3415,1625)  (3500,1703)  | overflowToLeft=false
36 Sea Zone  (7151,3140)  (7140,2996)  (7153,3064)  (7086,3220)  (7368,2935)  (7372,3004)  (7373,3070)  (7237,2930)  (7368,3132)  (7371,3201)  (7055,2870)  (7238,3223)  (7256,2998)  (7249,3066)  (7254,3134)  (7096,2925)  (6960,3232)  | overflowToLeft=true
Novgorod  (4690,930)  (4720,618)  (4740,777)  (4705,844)  (4565,998)  (4553,931)  (4515,830)  (4610,844)  (4646,779)  (4630,1006)  (4610,943)  (4555,1063)  (4756,686)  | overflowToLeft=false
111 Sea Zone  (3423,835)  (3425,755)  (3338,855)  (3406,700)  (3282,626)  (3281,550)  (3409,625)  (3410,465)  (3280,477)  (3413,391)  (3282,398)  (3151,399)  (3151,473)  (3151,548)  (3325,760)  (3153,627)  | overflowToLeft=true
80 Sea Zone  (5315,2675)  (5211,2613)  (5190,2545)  (5464,2683)  (5459,3032)  (5458,3106)  (5328,3128)  (5458,3182)  (5327,3205)  (5460,3259)  (5331,3282)  (5459,3338)  (5330,3358)  (5461,3413)  (5309,3434)  (5454,3486)  | overflowToLeft=false
74 Sea Zone  (5970,4889)  (5836,4890)  (5642,4886)  (5667,4962)  (5803,4968)  (5957,4963)  (5972,5042)  (5839,5045)  (5668,5059)  (5651,5137)  (5794,5131)  (5927,5126)  (5968,5205)  (5832,5205)  (5664,5208)  (5684,5281)  (5842,5277)  (5976,5273)  | overflowToLeft=false
105 Sea Zone  (2914,1665)  (3045,1664)  (3049,1736)  (3014,1590)  (3016,1812)  (2916,1740)  (2878,1591)  (2817,1515)  (2948,1512)  (2811,1746)  (2810,1668)  (2853,1819)  | overflowToLeft=true
Burma  (6605,2665)  (6529,2625)  (6620,2590)  (6520,2685)  (6490,2506)  (6495,2450)  (6425,2410)  (6611,2735)  | overflowToLeft=true
French Central Africa  (3673,3138)  (3773,3126)  (3440,3151)  (3512,3093)  (3553,3259)  (3547,3190)  (3616,3090)  (3672,3205)  (3782,3204)  | overflowToLeft=false
Pripet Marshes  (4465,1547)  | overflowToLeft=false
Evenkiyskiy  (6430,705)  (6332,684)  (6390,770)  (6328,603)  (6594,654)  (6623,577)  (6644,504)  (6304,527)  (6256,455)  (6641,430)  (6360,450)  (6544,436)  (6405,520)  (6536,506)  (6524,577)  (6236,384)  (6341,377)  (6454,373)  (6553,370)  (6650,361)  (6454,440)  (6500,643)  (6752,368)  | overflowToLeft=false
14 Sea Zone  (9677,1859)  (9675,1793)  (9781,1860)  (9670,1624)  (9674,1708)  (9774,1788)  (9777,1699)  (9565,1712)  (9566,1932)  (9679,1931)  (9569,1863)  (9562,1561)  (9684,1560)  (9561,1630)  (9785,1555)  (9783,1622)  (9785,1932)  (9569,1794)  | overflowToLeft=true
Norway  (3770,768)  (3790,825)  (3920,700)  (3845,780)  (3940,595)  (3760,703)  (3912,760)  (3834,641)  (3990,537)  (4035,470)  (4095,404)  (4152,340)  (4247,317)  (3936,645)  (4330,305)  (4387,282)  | overflowToLeft=false
Amur  (7570,1394)  (7403,1305)  (7513,1308)  (7676,1369)  (7755,1457)  (7478,1225)  (7627,1284)  (7795,1376)  (7725,1288)  (7718,1209)  (7488,1145)  (7594,1130)  (7700,1124)  (7839,1284)  (7726,1541)  (7195,1465)  (7682,1624)  (7259,1328)  (7605,1052)  (7729,1050)  (7651,979)  (7750,978)  (7851,978)  (7790,901)  (7895,904)  (7806,830)  (7912,830)  | overflowToLeft=false
Italian Somaliland  (4790,3690)  (4820,3575)  (4892,3572)  (4905,3505)  (4860,3637)  (4946,3436)  | overflowToLeft=false
Greater Southern Germany  (4212,1598)  (4070,1640)  (4120,1570)  (3995,1515)  (4040,1695)  (4005,1650)  (4105,1525)  (3945,1734)  (4030,1586)  (3873,1732)  (3789,1731)  | overflowToLeft=true
20 Sea Zone  (7600,2845)  (7600,2775)  (7750,2775)  (7496,2604)  (7315,2838)  (7285,2785)  (7750,2844)  (7896,2775)  (7468,2865)  (7360,2720)  (7896,2843)  | overflowToLeft=false
Denmark  (3785,1095)  (3905,1105)  (3885,1165)  (3825,1070)  (3845,1009)  | overflowToLeft=false
55 Sea Zone  (7966,4175)  (7969,4251)  (8099,4176)  (7934,4331)  (8244,4177)  (8099,4250)  (8361,4232)  (7846,4408)  (8395,4348)  (7848,4487)  | overflowToLeft=true
Mexico  (10935,1930)  (10988,2000)  (10833,1933)  (10877,2002)  (11004,2140)  (11010,2209)  (11014,2277)  (11017,2348)  (10904,2140)  (10651,1872)  (10688,2034)  (10736,2104)  (10790,2199)  | overflowToLeft=true
Suriname  (1328,3091)  | overflowToLeft=false
Greenland  (1445,570)  (1497,645)  (1400,503)  (1460,494)  (1420,415)  (1476,306)  (1461,241)  | overflowToLeft=true
49 Sea Zone  (9370,4015)  (9215,3932)  (9300,3975)  (9500,3971)  (9482,3886)  (9494,4045)  (9573,3805)  (9617,3881)  (9576,4197)  (9648,4118)  (9519,4120)  (9116,4094)  (9119,4171)  (9253,4168)  (9121,4247)  (9253,4242)  (9566,3724)  (9565,3583)  (9563,3501)  (9706,4198)  (9690,3724)  (9670,3565)  (9694,3500)  (9685,3804)  | overflowToLeft=false
